product_id,image_name,extracted_text
21,image_1.jpg,"Do you love celebrating every moment in life with your family? Does showcasing gold standard finesse in your cuisines make yoU feel truly distinguished? And above all else; do you demand nothing but perfection in every aspect of life? Presenting standard CLASSIC for the perfectionist in you This Pure Basmati rice, perfectly for 2 years is sourced from the majestic Himalayan foothills. With extra long grains, this becomes the perfect choice for dum cooking: Craft an indulgent delight for your celebrations. India Gate with its rich legacy and trusted expertise, is a brand synonymous with superior quality that you can rely on. gold aged"
17,image_1.jpg,"AN ISO 22000 : 2005 COMPANY Manutec ured by : Victora Foods (P) Ltd. B.32, Lanrence Rozd, Indl; Area, New Delni 110035 Al : 'd: VitmRoesNl[ fssa 832 Lanence Road, Indl Area; ManDert-j1o65, MDA Lic, Ho; 10012041000176 Victcta Fooss RvL LId. Janb Roed Kunoi Disl Sonpal Haryee: 131028,INDIA Lic; Ho; 10814020000004 B: Victcria Foods Pvt: Lid. 6722 Mdc, Joaol; Maharashtta - 425013, IKDIA Lic Ho, 11512037000533 For Manutactering a ddress see Ihe Iirst alphabet ol the Loi Mo. wilh abote: Sore in a cool,dry place. Do noi buy the pac k if found tampered wibh Inecocilee6 o1cs Pecx Desima ddCoour sannszdtte Tel n9rdsaRezsered Trad Merc of VcbrafoccsRald"
26,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
26,image_1.jpg,"DAAWAT SUPER BASMaTRIcE BRING OUT YOUR FINEST Daawat Super Basmati; with Its fInest aroma and flully long grains truly vcrsatile: This basmati is the ultimate cholce for exploring varicty of recipes: toh farq' 'Elongates upto ZOmm under tcst conditions In our lab: Medium GI 'scan ReCIPE 'dikhegat exclusivE Banega """
21,image_2.jpg,"ana dIIQW IL [0 SLdIIu LUVEIEU IUI J IIIIULCJ Manufactured & Marketed By; KRBLLimited WORLD'S LARGEST RICE MILLERS & BASMATI RICE EXPORTERS Regd Ofice: 5190, Lahori Gate Deli 110006, INDIA;, GMO fssai F R E & Lic No. : 10018011005090 For manufacturing unit details and license numbers, please see the first letter of batch number and scan the barcode or QR code For any comments/ suggestions/ complaints; Write to uS at KRBL Limited; €:32, Sec 62, Noida 201 301, Gautam Budh (UP) or callus at : +91 8448893199 E-mail ; customercare@krblindiacom Follow us @indiagatefoods on ; Facebook; Instagram & X Store in a cool; dry place - away from sunlight Nagar '"
25,image_1.jpg,"DAAWAT TRADITIOVAL DASMATIRICE BRING OUT YOUR FINEST Arthe heart of petfect meal is the perfect basmatl Indulge Fn tne caplivating aroma and dellcate fragrance 0f Daawat Traditional Basmati Rice; elevatlng your dishes t0 whole new levcl of culinaty dellgha 6, & toh farq 'Elongates upto 9mm under test conditlons in our Iab: Medium GI Scan reciP{ {XcLusivE Banega "" 'dikhe"
28,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
3,image_2.jpg,fssai Lic No_ 10012026000040 10012031000033
3,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
26,image_2.jpg,"Marketed by; LT FOODS NURTURING GOODNESS Registered Otice' Uni No; 134 First Floo5; Rectangle:v, Saket District Center; New Delhi110O7 India; Manufactured by; For manufacturing into, please see first two letters of LOT Number & scan the QR code; Code Factory Address: Al LT Foods Limited 43Km; Stone; GT Road; Bahalgarh; Sonipat; Haryana-131021 (India) PRODUCT OF INDIA"
30,image_1.jpg,
28,image_1.jpg,MeeT THE Health Range EPd see Ea 100% Hulura  SFHBH7 AZHHLH QUINOA CHiA Lilu (ItaLT Iiit FLAX seeds Seeds 5029
36,image_1.jpg,fssai Lic. No.10012021000071
31,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
36,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
37,image_2.jpg,fssai Lic No: 10012064000180
31,image_2.jpg,"For Compbint | Comments please write to; Ouhnu LueEwhe #; VCTOrA foods PVT; Ltd, B82 LawRENGE ROAD; INDL area Delhu: 110 085 (NDIA)"" Or at + #WESSW pulnes) or e-mailat: info@raidhangroup com 'WWMradhanigroup com PRODUCT OF INDIA Store in a coor dry and hygienic place Do not buy the pack if found tampered with Imizton of Label Graptics; Pack and Colour is a Punishable Offence: Ths Design Brand is a Registered Trade Mark of Victona Foods Pvt Lid Websile: ' Design ="
37,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
37,image_1.jpg,NUTRITIONAL INFORMATION per IOOml (Approx ) Energy 824Kcal Protein Og Total Carbohydrate Og Og Total Fat 91.6g Saturated Fat 13g Trans Fat Og Monounsaturated Fat Polyunsaturated Fat 9g Cholesterol Sugars 696g Omg
36,image_2.jpg,"MANUFACTURED By: SABARKANTHA DiSTRICTCo:. MiLk PRODUCERS' UNION LTO SUB BORIA, HIMATNAGAR 383 006. Lic. No. 1C912021020207 MARKETED By: GUMARAAT CO OPERATIVEMk TODFER CoNitg ^n0nd58853} {Noi Free)  CARE NO. 1800*258-3333 In of ComplainuFeedback contact Www Jicicom Emall : OPERATNE INDu PosT MaakEING INDIA CUSTOMER Marketer case 'ghecejmokkoop Mebsite"
31,image_1.jpg,"FSSC 22000.2018 & SEEDEX CERTIFIED CO. Processing / Packed By : Victoria Foods Pvt Lid; B-32, Lawrence Road, Indl. Area, New Delhi-+10035 At: D Victoria Foods Pvt: Ltd: fssai B-32, Lawrence Road, Indl. Area, New Delhi-110035, INDIA Lic lb MWYUHMI K': Victoria Foods Pvt: Ltd: Janti Road, Kundli; Dist: Sonipat; Lic Kb IUMHZMI Haryana- 131028, INDIA J : Victoria Foods Pvt: Ltd: E-7/2, MIDC, Jalgaon , Maharashtra 425003, Lic Io: {H5X9MU1129 INDIA 'R': Victoria Foods Pvt. Ltd. 2251, Rai Food Park Phase-2 Sonepat-131029, Haryana, Lic |b; "" 10044064000464 INDIA For Manufacturing address see Ihe first alphabet dl Ihe Lol Na with above:"
38,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
28,image_2.jpg,"Manulactufed, Ptocessed & Parked D) fssai WORDSLMGST NG MESEMSWNGDRUS LIC No; ; 10018011005090 Regd Office:5190,Lahori c Forany comments / suggestions / Delhi- 110 006, INDIA, complaints; (6)Ibrls: I:Nnth Mie Stone Post Dujana Buandshahar Roed; Kindly contact Customer Care Executive Distt Gautam Budh Haoar 203 207, MPL; IDh; E-mail: customercare@krblindia com 12714055000143. or wrte US O1 OuI L rregiteredoticeaddress Lic l: KRBLisan FSSC 22000 Company: or callat ; +91-7827433433, Follow us @indiagatefoods [ PRODUCT OF INDIA BEST BEFORE TWENTY FOUR MONTHS FROM PACKAGING. Ifstorein cool, dry place - away from sunlight; Best Use within 45 days after opening the seal For MR P (Incl of all taxes), Date; Batch No. etc,, see on Jar INDIA e FINDIA GaTe device are the trade 9 0 2 2 5113 0 0 4 8 mark of KRBL Limited Copyright reserved A (Gate; Packing [ GATE / with ="
39,image_2.jpg,FOR   ANY   QUERIES   AND   cOHPUANTS   PLeaSe | CONTACT OuR CONSUHER care EXEcuUTIe DEOLEO INDIA PVT. LTD. refer TO IPORTED BY AdDRESS. TEL: 18001030494 EXAIL: IHDI@DEOLEO COH]  WWWFIGAROOLIVEOIL COM
39,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
38,image_2.jpg,"fssai Lic No. 10012011000492 93EMudii irniaujieyl deeu} Mer (4ti Fer Itedujct cabacdorr Custat  Bar [tcethe at 1800 103 6666 ""blire heth * nyri#beveudx"
4,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
38,image_1.jpg,BORGES Olive Oil KUTRMONAL NfOf VATON BorctG40 [approt Izesi Inporied_@LiVE qil FAEE FroMARGEMONE diL NET QUAATITT: IL taae DN-IL (916 g) Lic; |b; ZOUIZUI0092 I# Muntda Me}nnaen 1800 103 6666 Eeubarito 3 6 1 1 5 2 8 410179 30080 V
2,image_1.jpg,"Iure 3ot Go Comparative Chart content dal, egg; milk Nutrela Nutrela Soy Chunks 525] Sotacmumt 2590] Egg 114s Wheat_ 12* Lot No. Milk 4x] Packaging Date NUTAITIONal |MFORMATLOM (hecloi_ Valued Scrvic S4; 25 Fer Rack: 8 Expiry/Use by Date: Ha MRP<; USP Beut (incl of all taxes) Menufectured Marketed By ; Crcicze Patanjali Foods Limited, Exb (For identificaticn packaging unit SC? unit code in the 91 Kt Turst tvo characters . Lot No | SdtE notild (TC) Talawali Canda, A.8. Road, Intacimatii  PO_Mangliye, Indore; fsa Set Madhya Fradesh-453771 Lic No.10012026000040 ""if Genear C7i05; 0 2 , (HAYHB) Ward No.12, Bijoyramchak Vntil Jnt Cunr dentmn CuLiJ0X P.O. Durgacak; Haldia, Dist - Purba sai Medinipur; West +721602 Lic_No.10012031000033 Ingredients: Defatted Soy For Consumer Care Contact Also Available: Nutrela Soya Granulesand Menager-Marketing; Patanjali Foods Liriited, Nutre a Soya Mini Chunks 616, Tuksiani Chambers, Wariman Point, Mumbai 400021, Maharasntra. Nutrela assurance Nutrela] 18001804109 werareepatanjalifcodscoin ViluanuireAhealln (om wwmlacebook com{nutrcla Net Quantity: 200 g 1 Once coened;[ansler Lne contentsinio <a40 Jht (cntan 0603 STORE IM COOL AND ORY PLACE Piottin  uneat; Benga Lnene Gulaa Nutrela "
4,image_1.jpg,"adani wilmar Fora healthy growingnation Adani Wilmar Limited ""Fortune House"", Near Navrangpura Roilway Crossing; Ahmedabad 380009, Gujarot; India Adoni Wilmar Ltd, fssai Lic No. 10013021000661 Customer Care E-MAIL: care@adaniwilmarin | Toll Free No: 18005729999"
40,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
40,image_1.jpg,"Jssai Lic |o; 7012U11000492 Imported & Marketed by: Borges India Private Ltd A-47 Lower Ground Floor; Hauz Khas; New Delhi - 110016,INDIA Manufacturedby: Eoxble Oiicultural isulural a oscpstriaat 38-25300 Tarrega (Spain) Josep"
43,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
40,image_2.jpg,STORE AWAY EROM DIRECT HEAT AND LIGHT. RECAP AFTER EACH USE For feedback contact our Customer Care Executive at 1800 103 6666 or Email at feedbackindiagborges-bbfcom or write to usat our postal address;
4,image_2.jpg,Bring home the power of protein with wide range of Soya Chunks Derai 152 153 new new new pock pack 1 acya) soya ! Sqgks 100r 1 sonues 10056 vogotalion ycocoion ICO%6 vcootaricn Mini Soya Soya Soya Chunks Chunks Granules pock
39,image_1.jpg,"IMPORTED BY: DEOLEO INDIA  PV ,  LTD . DBS BUSINESS €NT , gr. FLR , 'B' WING; KAMAKIA Wall SL,  cHakala   YuMBa 400093, INDIA Jssai Lic. No. 10016022004983 MANUFACTURED BY: DEOLEO GLOBAL, SAU. CTRA MV,K388, 14610aLcOLea (CorDOBA : SPA  FOR PACKED BY /  RE-PACKED BY ADDRESS PLEASE REFER THE FOLLoWINg KEY ON THE BOTOM OF THE TIN; SP; PAcKED BY: SEE KANUFACTURERS INFO. IN: RE-PAcKED BY: ABDOS OLS PV LTD, (UHI : W JHUM (QROUHD; BOHBAY HgHAY, KHS BIPRAHWaPar4, HOMRAH (MEST BEHGAL) : 711411 IdA Lic. No. 12819008000130 store tightly   capped IN A cOOL  DRY place,  AWAY  FROM  LIGhT ,  ThIS  PROduct MAY BEcOMe  CLOUDY AT   AROUND 10 % FOR   EXPIRY   DATE,  BATch NO, Date  OF PAckaging AND  MRp ? (IncL   OF All TAXES): seE BOTTOM Of the TIN"
43,image_2.jpg,"FOR ANY SUGGESTIONSICOMPLAINTS, PLEASE CONTACT: CUSTOMER CARE CELL  AT CORPORATE OFFICE ADDRESS, TOLL-FREE NO: 1800 572 9999 E-MAIL: care@adaniwilmar.in"
44,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
5,image_1.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
43,image_1.jpg,"adani Fortified wilmar with Vitamin & Vitamin D Fora healthy growing nation Marketed By: fssai Adani Wilmar Limited Lic. No. 10013021000661 Corporate Office: ""Fortune House' Near Navrangpura Railway Crossing; Ahmedabad 380 009, Gujarat; India: For manufacturing unit address & FSSAI License No,, Please scan the QR code and see the bracketed portion of the batch no. printed"
7,image_1.jpg,"fssai Lic.No. 10012031000312 Marketed by ITC Limited, Virginia House 37 J.L. Nehru Road, Kolkota 700071, India:"
3,image_1.jpg,"Rutrel Ead Comparative Chart Protein content in dal, egg; ""aheat, milk Nutrela | Nutrela Sy Grnules 1525] Sov GLmules Dal 12593 Lot No. Egg Wheats12ed] Packaging Date Milk 4%6] Expiry/Use by Date: NuTAITIOMAL INFO3""UAToh MaadeotWammas Setvica S42-25 g, Sering Fer Pzck & MRP?; USP (incl; of all taxes} Iaa Manufzctured Marketed By: Dawld Patanjali Foods Limited , Fice1 (For idenlifiation  Packag"" Unit, see Urit coje in the first t8O (naracters cf Lot No | Ezl Ses0 (TC) Talawali Chanda, AB. Road, P.O. Mangllya; Indore; Jssai Madhya Pradesh-453771 Lic Mo,10012026000040 meiartmo?t (HAVHB) Ward No.12, Bioyramchak 7367  P,0. Durgacha < Haldia; Dist: Furba ba Medinic uC, WNese Bengz+721602 Lic No.1001203100C033 ""evetb Gchnct For Consumer Care Contact : 6ebi: Hw Icdl 64g"" 062 g 80at 2931 Ddernapanannm Manager-Marketing; Patznjali Foods Limited, 7e7nin M  T ziee I6 616, Tulsiari Crambers; Narman Fcint; Mumbai 400021, Maharashira . Ingredients: Deiatted Soy Also Available; Nutre a Soya Chunks and Nutrela"" assufance Nutrela Soya Mini Chunks 18001804109 wecareepatanjalifoods coin wwWnutre Jahealth com  W facebook com/nutrela Net Quantity; 200g Orre Cpered trarater Ine contenbinla an art 3h; tontaner 0603 109 STORE IN COOL AND DRY PLACE 2 82 ` Lulj"
7,image_3.jpg,"For Complaint or Feedback, Contact Email: info@blinkit.com"
7,image_2.jpg,AASHIRVAAD SELECT INDIA'S CHOICEST ATTA 100% MP SHARBATI ATTA Rotis Stay Softer For Longer xlict
44,image_1.jpg,"NUTRITIONAL INFORMATION (APPROX VALUES) Nutrients Per 100g Per Serve %RDA 900 kcal 4.50% Protein` g Carbohydrate 0g Total Sugars 0g Added Sugars 0g O% Total Fat 100 g 15% Monounsaturated Fat 26 g Polyunsaturated Fat"" 63g 3 0.05 g Omega 6 62.95 g Saturated Fat I1g 59 Trans Fat ""29 *109 Added Vitamin At 2500|UI750 mcg| Added Vitamin D2""* 4504U1.25 mol Vitamin E** Sodium 0mg O% Serving Size : 10g ""Notmore than   ##When packed Energy Omega : 4mg"
44,image_2.jpg,"For manufacturing unit address & FSSAI License Please scan the QR code and see the first character of the batch no. printed Marketed by; Mother Dairy Fruit & Vegetable Pvt: Ltd; 'Mother Dairy' , Patparganj; Delhi _ 110 092. fsai Lic. No. 10014011001895 Consumer Services: Mother Dairy Fruit & Vegetable Pvt Ltd, 'Mother Dairy , Patparganj; Delhi - 110 092. Toll Free No, 1800*1801-018 E-mail : consumer services@motherdairy com; Visitus at : WW motherdairycom FREE FROM ARGEMONE OIL To be stored in dry place; away from sunlight & heat: Nox,"
